prompt,model_answer,predict_proba,raw_predict_proba,is_hallucination_proba,pred_is_hallucination,refute_overlay_policy,refute_overlay_reason
Какое прозвище носил персонаж по имени Арчибальд «Арчи» Айвс в фильме «Большой побег»?,"В фильме ""Большой побег"" персонаж по имени Арчибальд ""Арчи"" Айвс носил прозвище ""Саксон"".",0.6461538461538462,0.6308469023973576,0.6461538461538462,True,v5_bayesian_blind_rescue,unchanged
В каком году Джанет Джексон получила награду «Грэмми» за лучшую песню в стиле ритм-н-блюз за композицию «That's The Way Love Goes»?,Джанет Джексон получила премию «Грэмми» за лучшую песню в стиле ритм-н-блюз за композицию «That's The Way Love Goes» в 1994 году.,0.09375,0.19309991852494202,0.09375,False,v5_bayesian_blind_rescue,unchanged
Кто является разработчиком и издателем игры New Super Mario Bros. для консоли Nintendo DS?,"Разработчиком игры ""New Super Mario Bros."" для консоли Nintendo DS является компания Nintendo, а издателем также выступает компания Nintendo.",0.05,0.19181958255314988,0.05,False,v5_bayesian_blind_rescue,unchanged
"Сколько франков составляла ежегодная пенсия, присуждённая Луи Пастеру французским государством после 1882 года?","После того как Луи Пастер стал знаменитым благодаря своим открытиям в области вакцинации и пастеризации, французский государство решило вознаградить его за заслуги перед науцией. В 1882 году ему была назначена пожизненная ежегодная пенсия в размере 25 тысяч франков. Эта сумма была значительной для того времени и подчёркивала важность вклада Пастера в развитие науки и медицины.",0.9166666666666666,0.7649769514044404,0.9166666666666666,True,v5_bayesian_blind_rescue,unchanged
Кто возглавил правый фланг римской армии в битве при Метавре?,"В битве при Метавре, которая произошла 20 июля 207 года до н. э., командовал правым флангом римской армии консул Гай Клавдий Нерон.",0.7267062068759486,0.70043338532566,0.7267062068759486,True,v5_bayesian_blind_rescue,unchanged
"Кто, согласно завещанию Лоренцо ди Креди, является душеприказчиком и вероятной моделью для портрета «Женский портрет (Джиневра ди Джованни ди Никколо?)», хранящегося в музее Метрополитен?","Согласно завещанию Лоренцо ди Креди, его душеприказчиком был Франческо дель Чосса. А вероятной моделью для портрета «Женский портрет» была Джиневра ди Джованни ди Никколо.",0.9357142857142857,0.7925712488854689,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
В честь кого посвящён роман Стивена Кинга «Мобильник»?,Роман Стивена Кинга «Мобильник» посвящён его другу и коллеге по жанру ужасов Питеру Страубу.,0.05,0.16085456371071227,0.05,False,v5_bayesian_blind_rescue,blind_recall_rescue_fp
"Какой тип паровоза был указан в предварительном проекте мощного товарного паровоза, завершённом в конце апреля 1930 года на ТБ ОГПУ?","В предварительном проекте мощного товарного паровоза, завершённом в конце апреля 1930 года на ТБ ОГПУ, был указан тип паровоза **ФД** (Феликс Дзержинский).",0.8571428571428571,0.6978603818617163,0.8571428571428571,True,v5_bayesian_blind_rescue,unchanged
"У кого из родителей Герард Терборх, вероятно, перенял навыки изображения материалов?","Герард Терборх, голландский художник XVII века, был сыном художника Питера Корнелиса Терборха. Вероятно, он унаследовал свои художественные навыки от своего отца, который также был художником и занимался живописью.",0.05166921685615569,0.18287188690667647,0.05166921685615569,False,v5_bayesian_blind_rescue,unchanged
Кем был подписан «Новый японо-корейский договор о сотрудничестве» 24 июля 1907 года?,«Новый японо-корейский договор о сотрудничестве» был подписан 24 июля 1907 года премьер-министром Японии Ито Хиробуми и корейским министром иностранных дел Ли Ван Ёном.,0.8725490196078431,0.7469711276819023,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
Какое название была присвоена улице Маршала в Петрозаводске 1 декабря 1942 года оккупационным разведывательным отделом?,Улица Маршала в Петрозаводске была переименована в улицу Карла Маркса 1 декабря 1942 года оккупационными властями.,0.95,0.7786912691691299,0.95,True,v5_bayesian_blind_rescue,unchanged
В каком году до н. э. родился Ганнибал?,Ганнибал Барка родился в 247 году до нашей эры.,0.05263157894736842,0.1847884966175165,0.05263157894736842,False,v5_bayesian_blind_rescue,unchanged
В каком году было первое упоминание о газете в Пекине в эпоху династии Мин?,Первое упоминание о газете в Пекине относится к эпохе династии Мин и датируется 1582 годом.,0.8490566037735849,0.6938746556878935,0.8490566037735849,True,v5_bayesian_blind_rescue,unchanged
Где хранится авторская рукопись песни «Вечер на рейде»?,Авторская рукопись песни «Вечер на рейде» находится в Государственном архиве Российской Федерации (ГАРФ).,0.8490566037735849,0.6854654819392597,0.8490566037735849,True,v5_bayesian_blind_rescue,unchanged
Какая синхронная камера была разработана в СССР в 1933 году на основе американских прототипов?,"В 1933 году в СССР была разработана синхронная камера под названием ""КСМ"" (Кинематографическая Съемочная Машина). Она была создана на основе американских прототипов и стала первым отечественным серийным киносъемочным аппаратом с возможностью съемки нескольких кадров одновременно.",0.95,0.7874564539744027,0.95,True,v5_bayesian_blind_rescue,unchanged
Кем работала Франциска Шанцковская на заводе компании «AEG» в 1915 году?,"Франциска Шанцковская работала на заводе компании ""AEG"" в 1915 году как машинистка.",0.8571428571428571,0.7275684398368413,0.8571428571428571,True,v5_bayesian_blind_rescue,unchanged
"Кому в новогоднем обращении 31 декабря 1999 года Борис Ельцин попросил прощения за то, что оказался в чём-то «слишком наивным»?","В новогоднем обращении к гражданам России 31 декабря 1999 года Борис Ельцин попросил прощения у всех граждан страны за то, что оказался в чём-то «слишком наивным».",0.8725490196078431,0.7562849784033244,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
В каком возрасте умер Владимир Яковлевич Ворошилов?,Владимир Яковлевич Ворошилов скончался 26 декабря 1999 года в возрасте 78 лет.,0.9357142857142857,0.7843589753323853,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
"Кто, согласно тексту, привез историю древних Афин из Египта, которая упоминается в начале диалога Платона «Тимей»?","Согласно диалогу Платона «Тимей», историю древних Афин из Египта привез Солон, афинский мудрец и законодатель.",0.09375,0.20924945122008812,0.09375,False,v5_bayesian_blind_rescue,unchanged
В каком году Карл Мэлоун был введён в Зал славы баскетбола?,Карл Мэлоун был введён в Зал баскетбольной славы в 2010 году.,0.28846153846153844,0.5741660302689491,0.28846153846153844,False,v5_bayesian_blind_rescue,evidence_refuted_boost_fn
"Как называется область вокруг горизонта событий чёрной дыры Керра, внутри которой телам невозможно покоиться относительно удалённых наблюдателей?","Область вокруг горизонта событий чёрной дыры Керра, внутри которой телам невозможно покоиться относительно удалённых наблюдателей, называется эргосферой.",0.28846153846153844,0.21044567185267857,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
"Как называется первый успешный регтайм Скотта Джоплина, обложка нот которого показана в статье?","Первый успешный регтайм Скотта Джоплина называется ""Maple Leaf Rag"".",0.05,0.1775053476000671,0.05,False,v5_bayesian_blind_rescue,unchanged
Кто лично утверждал списки персонажей для картины «Парад 6 октября 1831 года в Петербурге»?,"Списки персонажей для картины «Парад 6 октября 1831 года в Петербурге», написанной художником Францем Алексеевичем Рубо, утверждались лично императором Николаем I.",0.09375,0.20439153384836958,0.09375,False,v5_bayesian_blind_rescue,unchanged
В каком году Даниэль получил растение с клубневидными корнями и «муфтой» у основания стебля в ходе своих 26-летних экспериментов по прививке топинамбура на подсолнечник?,Даниэль получил такое растение в 1975 году.,0.9357142857142857,0.7813424634596471,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
В каком году была выпущена игра Puzzle Quest: Galactrix?,Игра Puzzle Quest: Galactrix была выпущена в 2009 году.,0.95,0.7893994024573047,0.95,True,v5_bayesian_blind_rescue,unchanged
Какой статус присвоен австралийскому совиному козодою Международным союзом охраны природы?,Статус австралийского совиного козодоя (Podargus strigoides) по данным Международного союза охраны природы (МСОП) — «Наименее обеспокоенный» (Least Concern).,0.09375,0.18053465339555116,0.09375,False,v5_bayesian_blind_rescue,unchanged
"В каком году выплаты и льготы, полученные населением СССР из общественных фондов потребления, выросли с 41,9 до 90,1 млрд рублей?","Выплаты и льготы населению СССР из общественных фондов потребления увеличились с 41,9 до 90,1 млрд рублей в 1975 году.",0.8725490196078431,0.744632031273444,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
Кто стал главным тренером футбольного клуба «Шериф» 30 апреля 2019 года?,Главным тренером футбольного клуба «Шериф» 30 апреля 2019 года был назначен Александр Спиридон.,0.9357142857142857,0.7917115964555261,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
В каком издании и в каком году вышла статья киноведа Андрея Зоркого «Точное московское время» о фильме «Я шагаю по Москве»?,"Статья киноведа Андрея Зоркого «Точное московское время» о фильме «Я шагаю по Москве» была опубликована в журнале «Искусство кино» № 10, 1967 года.",0.8725490196078431,0.7611565215870969,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
Кто убедил американские власти задержать вылет самолёта Ил-62М «Аэрофлота» в аэропорту имени Кеннеди 24 августа 1979 года?,"Задержка вылета самолета Ил-62М «Аэрофлота» в аэропорту имени Кеннеди 24 августа 1979 года была вызвана опасениями американских властей относительно возможной угрозы безопасности. В то время США и СССР находились в состоянии холодной войны, и любые действия или перемещения советских самолетов вызывали подозрения и опасения у американских спецслужб.",0.8636363636363636,0.7599320367233339,0.8636363636363636,True,v5_bayesian_blind_rescue,unchanged
"Кто, согласно хронике Георгия Кедрина, явился ко двору императора Василия II с отрядом в 800 человек и отказался разоружиться?","Согласно «Хронике» Георгия Кедрина, ко двору императора Василия II явились норманны во главе с неким Аматом, которые отказались разоружиться.",0.9357142857142857,0.7934223429446247,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
"Кто стали первой официально зарегистрированной однополой парой в Германии, заключившей гражданское партнёрство 1 августа 2001 года в Ганновере?","Первой официально зарегистрированной однополой парой в Германии, заключившей гражданское партнёрство 1 августа 2001 года в Ганновере, были Андреас и Томас.",0.9357142857142857,0.8001558984956922,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
В каком году родился Бобби Орр?,Бобби Орр родился 20 марта 1948 года в США.,0.9357142857142857,0.771092338891487,0.9357142857142857,True,v5_bayesian_blind_rescue,evidence_refuted_boost_fn
Как переводится подзаголовок игры Kinetic ★ Connection ② O Hanaba Take?,"Подзаголовок игры ""Kinetic ★ Connection ② O Hanaba Take"" переводится как ""Kinetic ★ Connection 2: О Ханаба Таке"".",0.8636363636363636,0.737464175504145,0.8636363636363636,True,v5_bayesian_blind_rescue,unchanged
Кого Гней Корнелий Сципион Кальв взял в плен вместе с царём илергетов Индебилом после битвы при Циссисе?,Гней Корнелий Сципион Кальв взял в плен вместе с царём илергетов Индебилом его брата Ката.,0.05,0.17798102035640903,0.05,False,v5_bayesian_blind_rescue,unchanged
Кто из троих членов президиума Еврейского антифашистского комитета не был арестован на момент разгона комитета?,"На момент разгона Еврейского антифашистского комитета в 1948 году были арестованы все его члены, кроме одного — Соломон Михоэлс. Он был убит в январе 1948 года, и его смерть была использована как предлог для начала репрессий против членов комитета.",0.8725490196078431,0.7639339610795641,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
"Какое название, данное по имени сына Чингисхана Чагатаю, использовалось для обозначения независимой Тартарии в Мавераннахре?",Название «Чагатайский улус» использовалось для обозначения независимой Тартарии в Мавераннахре.,0.28846153846153844,0.19284386622457453,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
Кто сменил Роджерса Хорнсби на посту менеджера «Чикаго Кабс» 2 августа?,На пост менеджера «Чикаго Кабс» 2 августа 1947 года был назначен Лео Дрекселл.,0.9357142857142857,0.8022554701434963,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
"Какой фермент впервые был описан у тропических злаков, играет важную роль в С4-фотосинтезе и участвует в глюконеогенезе у Acetobacter?","Фермент, который впервые был описан у тропических злаков, играет важную роль в С4-фотосинтезе и участвует в глюконеогенезе у Acetobacter, называется **фосфоенолпируваткарбоксикиназа** (PEP-карбоксилаза).",0.95,0.7992663553483653,0.95,True,v5_bayesian_blind_rescue,unchanged
"Кто является сценаристами комикса «Метеора», издававшегося Bubble Comics с 2014 по 2018 год?",Сценаристом комикса «Метеора» от издательства Bubble Comics был Алексей Замский.,0.95,0.8177964567573044,0.95,True,v5_bayesian_blind_rescue,unchanged
"Кто приказал рабу пронзить себя мечом после того, как был ранен стрелой в правую руку во время битвы при Каррах?","В битве при Каррах, которая произошла в 53 году до н. э., римский полководец Марк Лициний Красс столкнулся с парфянской армией под командованием Сурена. В ходе сражения Красс был ранен стрелой в правую руку и потерял сознание. Его приближённые решили, что он мёртв, и покинули поле боя. Однако Красс пришёл в себя и приказал своему рабу Публию, который также был ранен, пронзить его мечом, чтобы избежать позора плена или смерти на вражеской земле.",0.05,0.17072720669134556,0.05,False,v5_bayesian_blind_rescue,blind_recall_rescue_fp
В каком городе назван индийский сорт бананов «Майсур»?,"Индийский сорт бананов «Майсур» назван в честь города Майсур (ныне Бангалор), который находится на юге Индии. Этот город был столицей княжества Майсур и известен своей богатой историей и культурой.",0.43902439024390244,0.640947388726519,0.43902439024390244,False,v5_bayesian_blind_rescue,unchanged
"Как называются картины Джузеппе Арчимбольдо, изображающие «составленные головы», которые он создал для императоров Максимилиана II и Рудольфа II?","Картины Джузеппе Арчимбольдо, изображающие «составленные головы», называются «Портреты составленных голов» или «Композиции из предметов».",0.9357142857142857,0.7772040760635797,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
"Какие два вида животных составляли основную массу костей животных, обнаруженных на поселении Варварина Гора?",На поселении Варварина Гора основную массу костей животных составляли кости крупного рогатого скота и свиней.,0.09375,0.17556475257310203,0.09375,False,v5_bayesian_blind_rescue,unchanged
Кто приказал переправиться через реку Тицин перед битвой при Тицине?,В битве при Тицине в 218 году до н. э. римский полководец Публий Корнелий Сципион приказывал переправляться через реку Тицин.,0.9166666666666666,0.7816038874078505,0.9166666666666666,True,v5_bayesian_blind_rescue,unchanged
"В каком году впервые были отчеканены первые крейцеры — серебряные гроссо герцога Каринтии и Крайны, графа Тироля Мейнхарда II?",Первые крейцеры были отчеканены в 1278 году.,0.28846153846153844,0.21484709510491795,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
Сколько человек помиловал губернатор Техаса Лоуренс Салливан Росс за четыре года своего пребывания в должности?,Губернатор Техаса Лоуренс Салливан Росс помиловал 150 человек за время своего пребывания на посту губернатора с 1891 по 1895 год.,0.8636363636363636,0.7361160717409166,0.8636363636363636,True,v5_bayesian_blind_rescue,unchanged
Кто в 1175 году возглавлял большую валлийскую делегацию на совете Генриха II в Глостере?,"В 1175 году большую валлийскую делегацию на совете Генриха II в Глостере возглавлял Грифид ап Рис, правитель Гвинеда.",0.8571428571428571,0.752014619806937,0.8571428571428571,True,v5_bayesian_blind_rescue,unchanged
"Как называются объекты, зная период пульсаций которых, можно определить их светимость и использовать как стандартные свечи для измерения расстояния до галактик?","Объекты, которые используются в качестве стандартных свечей для измерения расстояний до галактик на основе периода их пульсаций, называются **цефеидами** или переменными звездами типа RR Lyrae.",0.05,0.17490967289825243,0.05,False,v5_bayesian_blind_rescue,unchanged
В каком году Энн Бронте опубликовала роман «Незнакомка из Уайлдфелл-Холла»?,Роман «Незнакомка из Уайлдфелл-Холла» был опубликован в 1848 году.,0.05,0.17384745598586193,0.05,False,v5_bayesian_blind_rescue,unchanged
"Как называлась песня группы «Наутилус Помпилиус» на пластинке альбома «Князь тишины», которая первоначально называлась «Последнее письмо»?","Песня, которая изначально называлась «Последнее письмо», была выпущена в альбоме «Князь тишины». В этом альбоме она получила название «Я хочу быть как все».",0.8725490196078431,0.7590885213561466,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
Кто стал первым выпускником очной докторантуры Военного института радиоэлектроники?,"Первым выпускником очной докторантуры Военного института радиоэлектроники стал доктор технических наук, профессор Владимир Николаевич Гапонов.",0.8725490196078431,0.777366002921757,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
Кем был свергнут Ромул Август 4 сентября 476 года?,"Ромул Август был свергнут Одоакром, вождем германских наемников в Западной Римской империи.",0.09375,0.19922608898002048,0.09375,False,v5_bayesian_blind_rescue,unchanged
Кто был назначен скульптором для создания Мемориала Королевской артиллерии в начале 1921 года?,В начале 1921 года скульптором для создания Мемориала Королевской артиллерии был назначен сэр Эдвард Джеймс Локе (Sir Edward James Larke).,0.9357142857142857,0.7872457922174233,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
"Кто является автором пьесы «Весна в январе», на которой основан фильм «Андерграунд»?",Автором пьесы «Весна в январе» является сербский драматург и писатель Душан Ковачевич.,0.6461538461538462,0.6875944814773107,0.6461538461538462,True,v5_bayesian_blind_rescue,unchanged
Какой городской аэропорт был детально воссоздан в качестве достопримечательности в игре серии Midnight Club?,В игре серии Midnight Club в качестве одной из достопримечательностей был воссоздан аэропорт Лос-Анджелеса (LAX).,0.7142857142857143,0.6526573562296728,0.7142857142857143,True,v5_bayesian_blind_rescue,unchanged
"Куда высадился Шехзаде Яхья в 1639 году, узнав о заговоре своих греческих спутников?","В 1639 году Шехзаде Яхья высадился на острове Лесбос, чтобы избежать участия в заговоре своих греческих спутников.",0.8490566037735849,0.6974041721228668,0.8490566037735849,True,v5_bayesian_blind_rescue,unchanged
В каком году состоялся выпуск переиздания альбома Майкла Джексона «Bad 25»?,Альбом Майкла Джексона «Bad 25» был выпущен в 2012 году.,0.05,0.18020388166302037,0.05,False,v5_bayesian_blind_rescue,unchanged
"Какой журнал назвал альбом Майкла Джексона «Dangerous» триумфальным, отметив, что он не скрывает страхов и противоречий жизни, проведённой в центре внимания?","Журнал Rolling Stone назвал альбом Майкла Джексона «Dangerous» триумфальным, отметив, что он не скрывает страхов и противоречий жизни, проведённой в центре внимания.",0.95,0.7924811635195481,0.95,True,v5_bayesian_blind_rescue,unchanged
С кем совместно Сэмюэл Абрахам Гаудсмит совершил открытие спина электрона?,Сэмюэл Абрахам Гаудсмит совместно с Джорджем Юджином Уленбеком совершили открытие спина электрона в 1925 году.,0.28846153846153844,0.2304280280999765,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
Какой предельный радиус (расстояние до школы) в верстах принимался в плотно населённых губерниях центральной России при построении школьных сетей в рамках программы Земской школы?,"В рамках программы ""Земская школа"" в России был установлен предельный радиус (расстояние до школы) в 3 версты для плотно населённых губерний Центральной России.",0.8725490196078431,0.728625732989444,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
"Какое количество сантиметров составляла длина затылочно-теменной раны цесаревича Николая, полученной во время Инцидента в Оцу?","Длина затылочно-теменной раны цесаревича Николая, полученной во время инцидента в Оцу, составляла 10 см.",0.8725490196078431,0.7341519583827644,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
Какое пророчество получил Александр I Эпирский в храме Зевса в Додоне перед своим походом в Италию?,"Александр I Эпирский получил пророчество о том, что он станет царем Македонии и будет править долго и счастливо. Это пророчество было получено им в храме Зевса в Додоне перед его походом в Италию.",0.6461538461538462,0.6340535230210359,0.6461538461538462,True,v5_bayesian_blind_rescue,unchanged
В каком году состоялась свадьба дочери Генриха I Матильды и императора Священной Римской империи Генриха V?,Свадьба дочери английского короля Генриха I Матильды и императора Священной Римской империи Генриха V состоялась в 1114 году.,0.28846153846153844,0.23051384572692543,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
Кто был первым самарским воеводой и основателем крепости Самара?,Первым самарским воеводой и основателем крепости Самара был князь Василий Андреевич Серкизов. Он был назначен на эту должность в 1586 году по указу царя Фёдора Иоанновича.,0.8571428571428571,0.7369861208106583,0.8571428571428571,True,v5_bayesian_blind_rescue,unchanged
"Какого животного первым описал Пьер Белон, увидев его тушку на рынках Константинополя?","Пьер Белон первым описал животное, которое он увидел в виде тушки на рынках Константинополя. Это был **крокодил**.",0.43902439024390244,0.639490789340163,0.43902439024390244,False,v5_bayesian_blind_rescue,unchanged
Какая дата отмечается в настоящее время в Сукабуми как день основания города?,"В настоящее время в городе Сукабуми, Индонезия, отмечается 10 ноября как День основания города.",0.8725490196078431,0.7305485981591836,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
Кто написал саундтрек к мультфильму «Земля до начала времён»?,Саундтрек к мультфильму «Земля до начала времён» был написан композитором Джеймсом Хорнером.,0.05,0.18202100929443885,0.05,False,v5_bayesian_blind_rescue,unchanged
В какой стране Browning M1918 оставался на вооружении Национальной гвардии с 1930-х годов до победы Сандинистской революции летом 1979 года?,Browning M1918 оставался на вооружении Национальной гвардии Никарагуа с 1930-х годов до победы Сандинистской революции в июле 1979 года.,0.28846153846153844,0.20409601237638478,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
Кто в 357 году до н. э. возглавил пятитысячную армию и без боя занял Сиракузы?,В 357 году до н. э. армия под командованием Дионисия Старшего заняла Сиракузы без боя.,0.8636363636363636,0.7545904100376216,0.8636363636363636,True,v5_bayesian_blind_rescue,unchanged
С кем из правителей Вифинии Митридат VI заключил альянс во время своей тайной поездки в 109—108 годах до н. э.?,Во время своего тайного путешествия в 109—108 годах до н. э. Митридат VI заключил союз с царём Каппадокии Ариаратом VI.,0.8636363636363636,0.7419855821476166,0.8636363636363636,True,v5_bayesian_blind_rescue,unchanged
"Как называется змей в германо-скандинавской мифологии, который опоясывает Землю и укусил себя за хвост?","Змей в германо-скандинавской мифологии, который опоясывает Землю и кусает себя за хвост, называется Ёрмунганд или Мировой Змей. Он является одним из детей Локи и великанши Ангрбоды. Ёрмунганд был настолько огромен, что его невозможно было измерить, и он обвился вокруг Земли, держа её в своих объятиях. В конце концов, во время Рагнарёка (гибели богов), Ёрмунганд выйдет из моря и сразится с богом Тором, убив друг друга.",0.05261840316949277,0.18305038896427794,0.05261840316949277,False,v5_bayesian_blind_rescue,unchanged
В каком году был пущен первый гидроагрегат Ульбинской ГЭС?,Первый гидроагрегат Ульбинской ГЭС был пущен в 1960 году.,0.9357142857142857,0.7836495014251152,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
"Какой концептуальный текст Фрэнсиса Фукуямы редактор журнала Policy Review назвал «каноническим текстом» для молодых неоконсерваторов, повлиявшим на внешнеполитический курс Джорджа Буша-мл.?","Концептуальный текст Фрэнсиса Фукуямы, который редактор журнала Policy Review назвал «каноническим текстом» для молодых неоконсерваторов и который повлиял на внешнеполитический курс Джорджа Буша-младшего, называется «Конец истории».",0.05,0.17251256528542314,0.05,False,v5_bayesian_blind_rescue,blind_recall_rescue_fp
В каком году состоялся релиз альбома «Морская» группы «Мумий Тролль» в России?,Альбом «Морская» группы «Мумий Тролль» был выпущен в России в 1997 году.,0.9357142857142857,0.7833370102485051,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
Кто был назначен правительством Азербайджана генерал-губернатором Карабаха и Зангезура в январе 1919 года?,В январе 1919 года правительство Азербайджанской Демократической Республики назначило **Али Мамед беком Гулиевым** на должность генерал-губернатора Карабаха и Зангезура.,0.9357142857142857,0.7927738888798808,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
Кто был доставлен на собрание на кладбище Сент-Уан 26 февраля под угрозой разграбления дома и убийства семьи?,"На собрании в Сент-Уане 26 февраля 1793 года были доставлены члены королевской семьи: король Людовик XVI, его жена Мария-Антуанетта и их дети Луи-Шарль и Мария-Тереза.",0.7142857142857143,0.6961647102953222,0.7142857142857143,True,v5_bayesian_blind_rescue,unchanged
Сколько качественно различных слоёв реального бытия выделяет Николай Гартман?,"Николай Гартман в своей философии выделял четыре качественно различных слоя реального бытия:

1. **Физический слой** — это мир объектов и явлений, которые воспринимаются нашими органами чувств. В этом слое существуют физические объекты, такие как камни, деревья, животные и т.д.

2. **Психологический слой** — здесь находятся психические процессы и состояния человека, включая мысли, чувства, желания и воспоминания. Этот слой включает в себя внутренний мир человека.

3. **Социальный слой** — этот слой охватывает общественные структуры и отношения между людьми. Здесь можно найти институты, законы, традиции и культурные нормы.

4. **Нравственный слой** — последний из четырёх слоев, который связан с моральными ценностями и этическими принципами. Он включает в себя понятия добра и зла, справедливости и несправедливости.

Эти слои представляют собой иерархическую структуру реальности, где каждый последующий слой является более сложным и фундаментальным по сравнению с предыдущим.",0.8490566037735849,0.6920776071494174,0.8490566037735849,True,v5_bayesian_blind_rescue,unchanged
В каком году в письме сестре Агнес впервые упоминается персонаж Иуда Бен-Гур?,Персонаж Иуда Бен-Гур впервые упоминается в письме сестре Агнес в 1874 году.,0.95,0.7894405096382892,0.95,True,v5_bayesian_blind_rescue,unchanged
Когда Конгресс США утвердил строительство линейных кораблей «Флорида» и «Юта»?,Конгресс США утвердил строительство линейных кораблей «Флорида» и «Юта» в 1908 году.,0.28846153846153844,0.2501800524903821,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
"Кто был первым монархом, коронованным в Кафедральном соборе Палермо в качестве правителя Сицилийского королевства 25 декабря 1130 года?","Первым монархом, коронованным в Кафедральном соборе Палермо в качестве правителя Сицилийского королевства 25 декабря 1130 года, был Рожер II.",0.05263157894736842,0.19987822632982985,0.05263157894736842,False,v5_bayesian_blind_rescue,unchanged
"Какой музыкальный коллектив выпустил в 2018 году альбом, посвящённый музыкальной истории Сиэтла, в котором заглавная песня «Rainier Fog» содержала строки, посвящённые Лейну Стейли и Майку Старру?","В 2018 году американский рок-коллектив Alice in Chains выпустил альбом под названием ""Black Gives Way to Sky"". Этот альбом был посвящен музыкальной истории Сиэтла и включал песню ""Rainier Fog"", которая содержит строки, посвященные покойному вокалисту группы Layne Staley и гитаристу Mike Starr.",0.95,0.7813628368002709,0.95,True,v5_bayesian_blind_rescue,unchanged
В 1999 году журнал Time поставил Пикачу на какое место в своём списке «Лучших людей года»?,"Пикачу занял **2-е** место в списке журнала Time ""Лучшие люди года"" в 1999 году.",0.9357142857142857,0.7633880337743655,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
"Кем был спроектирован мемориал-некрополь сражавшихся и погибших сечевых стрельцов на горе Маковка, открытый в августе 1999 года?",Мемориал-некрополь на горе Маковка был спроектирован архитектором **Виталием Каминским**.,0.95,0.8157185994651818,0.95,True,v5_bayesian_blind_rescue,unchanged
